seed,best_val_R2_MSE_std,best_epoch,epochs_trained
42,0.26585451922811476,121,200
43,0.250594680939897,190,200
44,0.29784999574929566,149,200
45,0.2806553460230063,84,200
46,0.2695177398003708,140,200
