Battery_ID,筛选分类,split,ordinal,SOH,capacity_SOH,10%_CHA_1.5A__R0,10%_CHA_3.0A__R0,50%_CHA_1.5A__R0,50%_CHA_3.0A__R0,50%_DCH_3.0A__R0,90%_CHA_1.5A__R0,90%_DCH_3.0A__R0,10%_CHA_1.5A__R1,10%_CHA_3.0A__R1,50%_CHA_1.5A__R1,50%_CHA_3.0A__R1,50%_DCH_3.0A__R1,90%_CHA_1.5A__R1,90%_DCH_3.0A__R1,10%_CHA_1.5A__R2,10%_CHA_3.0A__R2,50%_CHA_1.5A__R2,50%_CHA_3.0A__R2,50%_DCH_3.0A__R2,90%_CHA_1.5A__R2,90%_DCH_3.0A__R2
341,A完整,train,3,93.7,93.7,19.54192380607628,19.38143261133297,17.43080621800703,17.24003225815275,16.697449135928846,20.18339951099093,19.471579847994555,16.486456745420618,15.972292101604165,8.983978899001883,9.202006190858276,9.97311422105789,10.597545435541996,11.928421442172455,10.88883370067769,9.800937301196216,4.024758611098543,3.700741067190525,4.263628448615799,3.700397142780872,3.968287731430341
341,A完整,train,4,91.6,91.6,19.769968924227094,19.021968188452504,17.77873926604803,17.862468825995553,17.722373188949827,21.25831077466888,20.89789538716092,16.479373962115613,16.524305049473163,9.131479432428996,9.106217255162417,9.518703366754126,10.701678585393893,11.499746284329568,10.69797004935407,9.664120965320713,4.011722478967038,3.723333723395731,4.294689087131838,3.865210863934057,4.018782356010081
341,A完整,train,5,89.5,89.5,19.96156826725232,20.11851435223292,18.198993941675926,18.461006085722108,18.31289162325304,22.29818858544361,22.1201294253536,16.57808959382894,15.856450439258865,9.367131600266788,9.157011527798868,9.546601134953889,10.906907260881727,11.417717207975606,10.608343943320802,9.60731418246709,3.9528182319906415,3.700045647994536,4.308867678720331,3.886475702208937,4.088615395536649
341,A完整,train,6,87.4,87.4,20.22803229608674,20.598761092966114,19.084303290811683,18.28034664080547,18.4741138828368,23.408233537300184,22.77416794125183,16.759933668983642,15.893571802374822,9.293576354792384,10.067358658813683,10.170303779161769,11.34527857221037,12.159773569254382,10.474218201077717,9.578206272965724,4.094330694925454,3.7567272972376142,4.306554081797674,4.088295277395994,4.150834326607698
341,A完整,train,7,85.1,85.1,21.24577470878776,21.646639983304897,19.743936650186967,19.829722141946952,19.08470498042785,24.72371972222528,24.44777364101348,16.532438669598346,15.561647246410487,9.682158268958595,9.620754445652135,10.628259316333285,12.088566956933777,12.338794392224326,10.504130958491876,9.50468181979916,4.1411350613520215,3.759333282222315,4.417399766450173,4.234857098663378,4.233689126118177
341,A完整,train,8,82.7,82.7,22.232671928470435,21.882014685121195,20.52021210056145,20.12060445463249,20.248523607756024,26.40078693002888,26.68715627806932,16.472902057283918,16.24102272628588,10.119819317724003,10.489827496853527,10.748884792157572,12.793364541144577,12.475752602622489,10.30513792409659,9.43476341802582,4.133469002407825,3.857185799146436,4.503601480074466,4.439137917584435,4.334618133042007
341,A完整,train,9,80.3,80.3,23.12795745263476,22.914738765471704,21.78417015729028,21.79593268521161,21.52810501373481,28.653944928890745,27.87170949991598,16.472589691396074,16.131777158358325,10.010221231974665,10.043495557404489,10.714207989966196,12.915472159111696,13.37251000378792,10.204024593201494,9.257123254240003,4.226182156952155,3.871146150567328,4.536047486273516,4.618018961172727,4.4252474549558025
341,A完整,train,10,78.1,78.1,23.725307187778416,23.88552512404048,22.40486559831539,22.590816876678044,22.42080966034179,29.925749231464817,29.306579971859723,16.690699608209766,15.825796912403774,10.425172532934855,10.351468839988044,10.891140827978775,13.893174564322788,14.01832454459582,10.026447961462743,9.084497816031954,4.262203847241366,3.875441298361773,4.600385491910532,4.8263919651668905,4.47796515565782
341,A完整,train,11,76.0,76.0,24.596645136152176,24.71725148157776,23.280789935501016,23.7059865377059,23.355142833414124,31.48155297920461,29.33278836565094,16.337200146209288,15.840342363272873,10.705935913267709,10.292780831174818,11.133891110629838,14.751355825927044,16.02547077297268,9.868341774694755,8.82289443124229,4.304087188431768,3.966053520267361,4.638636676832945,4.927502698322199,4.580492198698466
341,A完整,train,12,73.4,73.4,24.485422325404667,25.91243247108316,25.47107778459288,24.631835002267536,24.77829756938728,33.50406457667884,33.7310390099326,17.797672926174805,15.906451119590788,13.889148829841446,11.013967164222423,11.373191113395295,15.335878392628045,14.184468489210692,9.771848140401648,8.591282590538214,4.849896561428444,4.070818954502766,4.775065222763199,5.27525257831396,4.741548509050723
