Battery_ID,筛选分类,split,ordinal,SOH,capacity_SOH,SOC10_R0,SOC50_R0,SOC90_R0,SOC10_R1,SOC50_R1,SOC90_R1,SOC10_R2,SOC50_R2,SOC90_R2
146,A完整,train,20,76.0,76.0,32.66890488029998,30.315245621827838,22.626628553295582,21.741979860635624,11.208454757522585,49.162470809205175,12.492674903762271,5.009540011019192,4.87087545607072
146,A完整,train,21,75.5,75.5,31.858969505346487,31.07619912065313,23.7822101941399,23.071489510243136,13.817237726077263,54.38410924775755,12.489738640255668,5.332658457498894,4.886350236860459
146,A完整,train,22,75.1,75.1,32.91228723617924,31.518043951467952,19.024181153674526,22.764325297704094,11.226052437373562,63.70061139683765,12.535122879614319,5.046357918316417,4.956256228510328
149,A完整,val,1,95.6,95.6,19.62783801244563,17.550480447435525,20.871651125044696,16.00108506689958,8.9038151156682,10.539569046276721,10.40335284889111,4.076175649410412,3.796505892243344
149,A完整,val,2,93.8,93.8,19.8646520584607,17.361788294940638,21.593554619495634,16.469718687050083,9.4744665531884,11.0390517183254,10.454445499841466,4.103843634991112,3.803691459833201
149,A完整,val,3,91.5,91.5,20.102469782181675,18.218532520417696,22.778923906620683,16.620525806515673,9.419251576842887,11.526241020271575,10.350255128432494,4.132176118887016,3.9344743146660854
149,A完整,val,4,89.4,89.4,20.688117449572616,18.70080852978781,23.941505514033942,16.364157593512594,9.589599388992127,12.000210907314223,10.249013650164116,4.229394262544521,4.006745121630618
149,A完整,val,5,87.6,87.6,21.214400034172044,19.4107179131888,25.324286846686405,16.503824230179816,9.659077920230663,12.447457765480346,10.142672967535137,4.2235650694870674,4.124356919144406
149,A完整,val,6,85.9,85.9,21.624638113489294,19.81956293095092,26.11737767855035,16.645919446776627,9.780404088817422,13.551232558159464,10.094728260834614,4.233962911407009,4.205666856520935
149,A完整,val,7,84.4,84.4,22.60286364926351,20.445060512305,26.34742093787121,16.374724471286648,9.773143897476258,15.301290264986633,10.045123159950938,4.301887209761254,4.343126013995568
