seed,epoch,train_R1_MSE_std,val_R1_MSE_std,is_best_so_far
42,1,0.34609651059502666,0.4910035296442233,True
42,2,0.27468003800998025,0.46343693091939997,True
42,3,0.25105908696403517,0.40897328224319457,True
42,4,0.25220553089151243,0.41420186230049855,False
42,5,0.22765870685884168,0.37025422723861806,True
42,6,0.21673505101062449,0.3498791680632239,True
42,7,0.20680648941759494,0.3319687934743699,True
42,8,0.20604017309502054,0.3460074449897009,False
42,9,0.21410947606704855,0.36168088017534106,False
42,10,0.20264642057395718,0.3692653843111862,False
42,11,0.19637210620023285,0.32905541737198535,True
42,12,0.2101327244984036,0.3275907602081578,True
42,13,0.18744014627318842,0.31374266840377973,True
42,14,0.18180096271122395,0.3099503039077326,True
42,15,0.20133272411914085,0.30914969901239336,True
42,16,0.1922803137524061,0.3015871243895808,True
42,17,0.19424724684784725,0.3732380741441484,False
42,18,0.17557261890574424,0.3245636291588561,False
42,19,0.1977412984652679,0.3598432682698071,False
42,20,0.20244095187530656,0.3218482706750845,False
42,21,0.18799449304006047,0.3076893845701754,False
42,22,0.19094896938612207,0.34656964451546174,False
42,23,0.19068982573153956,0.3191056655879008,False
42,24,0.1736666162479861,0.3027104535369512,False
42,25,0.17985572257287363,0.3088951932960459,False
42,26,0.18689293950779493,0.35218010249882825,False
42,27,0.1705983153446302,0.3119431652015822,False
42,28,0.17397625590304167,0.30775628967698615,False
42,29,0.1671732941852255,0.32221202045368363,False
42,30,0.19258335841871488,0.3487092602348412,False
42,31,0.201641975253691,0.3385360987263029,False
42,32,0.17822034758481328,0.3208356382139088,False
42,33,0.17396991406201678,0.3070304444300624,False
42,34,0.17692173033959382,0.3015029041822821,True
42,35,0.1775121230985113,0.3127018524465981,False
42,36,0.17256234990116762,0.31221727248931,False
42,37,0.1693035831083738,0.3242465881070535,False
42,38,0.167641582128941,0.2929301531732433,True
42,39,0.16128885554124697,0.3231482699056769,False
42,40,0.1828576316346352,0.3203047317989216,False
42,41,0.17889773035715203,0.3249254926816392,False
42,42,0.16927106267501202,0.3059599376736583,False
42,43,0.1673821663364593,0.31894193898046813,False
42,44,0.16682774784137858,0.32064474729440456,False
42,45,0.1750614253499818,0.3265001742951611,False
42,46,0.16610781114412906,0.3315682484464384,False
42,47,0.1715708910193238,0.33140514217947686,False
42,48,0.15930398238227894,0.3076444162413044,False
