split,task,unit,N seeds,MAE macro [std] mean,MAE macro [std] std,MAE pooled [std] mean,MAE pooled [std] std,RMSE pooled [std] mean,RMSE pooled [std] std,R2 pooled [std] mean,R2 pooled [std] std,MAE macro [physical] mean,MAE macro [physical] std,MAE pooled [physical] mean,MAE pooled [physical] std,RMSE pooled [physical] mean,RMSE pooled [physical] std,R2 pooled [physical] mean,R2 pooled [physical] std,MAPE macro [%] mean,MAPE macro [%] std
test,R1,R original unit,5,0.3018657334433681,0.009747353007200006,0.30856177970230936,0.010956512089296728,0.456764112878716,0.003933610077151118,0.8284695460894888,0.0059602638714653,1.6334363918909847,0.06922699608989659,1.5746612610712702,0.06782809565249985,2.568505436889021,0.09841101633705905,0.7898463565045294,0.011380206730257317,7.35212653706188,0.3437889244314919
val,R1,R original unit,5,0.33111259234706364,0.005948528641625231,0.33843898443302134,0.006492163081621911,0.5400980041056239,0.003910069369454227,0.8535410227702112,0.0026844734916528527,2.117213502143304,0.04655330250021654,2.002143600722466,0.04347915260757074,4.020049065002131,0.08343284502696893,0.794322246142569,0.00557995858700675,7.917248884967869,0.21493970230033496
