seed,best_val_R1_MSE_std,best_epoch,epochs_trained
42,0.2929301531732433,38,200
43,0.30209289641157133,20,200
44,0.30326897500814504,16,200
45,0.29808727469060087,49,200
46,0.29975662822372406,21,200
