seed,split,task,component,MAE macro [std],MAE pooled [std],RMSE pooled [std],R2 pooled [std],MAE macro [physical],MAE pooled [physical],RMSE pooled [physical],R2 pooled [physical],MAPE macro [%],N cells,N points
42,val,R1,SOC10_R1,0.3578730462138217,0.3738209538803631,0.6475872975109662,0.8697506691202597,1.4155080723025375,1.502869760684642,3.766697099472722,0.7885782709991069,5.548736317297941,45,658
42,val,R1,SOC50_R1,0.29944559360845746,0.31254822009160727,0.5265969331489084,0.874537424582833,0.8223868622281836,0.865478309616374,1.8589642596027631,0.838641085967842,5.286240461066251,45,656
42,val,R1,SOC90_R1,0.30758146140189735,0.30134853779009746,0.4267514456687469,0.8286372079350988,3.9400683258054285,3.4859879387041284,6.521616695754249,0.7555528820943856,11.934668567508009,44,467
42,test,R1,SOC10_R1,0.31831139119540086,0.3200303525853823,0.48744150250121143,0.86818764051983,1.0925458217364206,1.0860419724077095,1.9524496427949607,0.8448955721537073,5.0456166417642265,45,613
42,test,R1,SOC50_R1,0.29737530214159963,0.3104846381128565,0.5028971544333244,0.8243264428576256,0.7686965323991326,0.8031925305599964,1.5229914498295136,0.7792099086314435,5.348287486399872,45,616
42,test,R1,SOC90_R1,0.27039297330986395,0.2639403182879808,0.36883415784003715,0.8065479427157936,3.01747619218538,2.656403676700483,4.129704890195472,0.7558660538269191,11.027060571603558,44,450
43,val,R1,SOC10_R1,0.3618229772870216,0.37582103014211693,0.6437256371014936,0.8712994302451028,1.4256957125133527,1.5131055349663474,3.7439475725713782,0.791124384796966,5.583855936865652,45,658
43,val,R1,SOC50_R1,0.3158817238832126,0.32937056105016027,0.5593550394317812,0.8584425738460452,0.8743949939665963,0.919394807381055,1.9705966713718042,0.8186797238355792,5.487224744821091,45,656
43,val,R1,SOC90_R1,0.3265847311772301,0.30725223085370884,0.42310514795807963,0.8315530520389423,4.106842204802877,3.5001794667622526,6.052085868689447,0.7894842740139221,12.555409843361883,44,467
43,test,R1,SOC10_R1,0.31254289243865313,0.31586822361926903,0.49098505869276293,0.8662642003385912,1.0740580415476433,1.0703181710099925,1.9151929240338756,0.8507585121297205,4.93004901920932,45,613
43,test,R1,SOC50_R1,0.3045130760161696,0.31741842372573886,0.5049650628862513,0.822878736398945,0.7725836642328481,0.8085598570104475,1.4974482887646845,0.7865538544845807,5.431373317366233,45,616
43,test,R1,SOC90_R1,0.2635810340999379,0.26895245496091474,0.3740956595638691,0.8009893021826059,2.796420663056921,2.657689664629341,4.0899309109620585,0.760546009643209,10.454586576383763,44,450
44,val,R1,SOC10_R1,0.35869708167991166,0.3716659165524643,0.6561365478283303,0.8662889446332227,1.4037392886615634,1.4854825271869416,3.776298524610922,0.7874990564767561,5.438399419352607,45,658
44,val,R1,SOC50_R1,0.3107805621811819,0.32413635250868095,0.5371255692742847,0.8694703416743482,0.8540752791685339,0.8978018390708188,1.917562672874682,0.8283080170805728,5.4888399687180724,45,656
44,val,R1,SOC90_R1,0.3186854144969955,0.31630564838504754,0.43679271417171267,0.8204781567201073,4.067496729953993,3.6303031488841637,6.257293050269705,0.7749663981737451,12.912119174688222,44,467
44,test,R1,SOC10_R1,0.29780778392230345,0.30403240293805256,0.46228856421673853,0.8814402084470607,1.00844351175269,1.0199438944359427,1.8038558175139985,0.86760604505568,4.647435120904374,45,613
44,test,R1,SOC50_R1,0.3153845267199147,0.32789008452679114,0.5034730141584084,0.823923890384598,0.8005509918673196,0.8332906891723342,1.4949089910961688,0.7872771432321451,5.707721254597427,45,616
44,test,R1,SOC90_R1,0.3002440359977366,0.30410353614339125,0.4202484280502273,0.7488557270057035,3.3851617549539417,3.164890772449071,4.8912768913093005,0.6575204593439212,12.632736315018995,44,450
45,val,R1,SOC10_R1,0.3695430234570022,0.38089471851867596,0.6458814363142399,0.8704359655728294,1.4566144239955783,1.5376929964364912,3.781261446041192,0.7869401395958786,5.743474608847139,45,658
45,val,R1,SOC50_R1,0.31892069640230375,0.33289914432254325,0.5351331259143568,0.8704369334783656,0.8677134310764578,0.9131993650836289,1.9189870177674018,0.8280528604419032,5.671474143072455,45,656
45,val,R1,SOC90_R1,0.3106507197135874,0.30914845535488267,0.43672816836955536,0.8205312094604903,3.969988879993481,3.57679207930134,6.299366079201151,0.7719300451387181,12.567978793121034,44,467
45,test,R1,SOC10_R1,0.3020763526359823,0.30743550993107127,0.478750947111366,0.8728458852117508,1.0280568538806893,1.0360424678611544,1.8734917313312325,0.8571868907586693,4.737145842662267,45,613
45,test,R1,SOC50_R1,0.3260822184008455,0.3390014077210383,0.5018225406650477,0.8250764153852681,0.82465424715929,0.8584766363560687,1.5036452086318892,0.7847835822616667,5.937261753811255,45,616
45,test,R1,SOC90_R1,0.2667423976304995,0.2722029180360227,0.37814038403020434,0.7966626282722041,2.941541884529914,2.795965688676344,4.389770847656704,0.7241494620420897,11.147335267212705,44,450
46,val,R1,SOC10_R1,0.354277419507065,0.36890708718280446,0.637735187013785,0.8736836355272622,1.3883032286300039,1.4697854767539074,3.7460423124624014,0.7908905874604093,5.451509337068618,45,658
46,val,R1,SOC50_R1,0.3247201738526978,0.340917529532595,0.5373342500531597,0.8693688967843785,0.8874229082965402,0.9356792670206899,1.922580415079203,0.8274082986148734,5.798255261013228,45,656
46,val,R1,SOC90_R1,0.33122426034356867,0.3315483803295718,0.4514815618249587,0.8082008999338834,4.277952190754427,3.7984014929842083,6.767436289262941,0.7367776674478774,13.29054669771583,44,467
46,test,R1,SOC10_R1,0.32310654414585793,0.3280307999576577,0.49560708699723544,0.8637344283415925,1.1114075530459253,1.1140233206303902,1.988374642400637,0.8391352289986224,5.095552305138786,45,613
46,test,R1,SOC50_R1,0.3522882938308025,0.3655400319496818,0.5180527387624471,0.8135785048653081,0.8934389772295421,0.9264601594511285,1.5424340458566996,0.7735366880910166,6.4998571636022895,45,616
46,test,R1,SOC90_R1,0.27753717916495435,0.2834955930387918,0.36385939327160904,0.8117312384154547,2.9865091887871156,2.7886194147186485,3.9321052709581137,0.7786699369145503,11.639879420253118,44,450
