seed,epoch,train_R0_MSE_std,val_R0_MSE_std,is_best_so_far
42,1,0.27730090138527647,0.6135441427576797,True
42,2,0.22640397711451,0.4500698163613423,True
42,3,0.21208769160573196,0.46998893677646764,False
42,4,0.21283776007113597,0.422787080702018,True
42,5,0.21401985972163975,0.4562080688238612,False
42,6,0.20312599441096948,0.4747727317717035,False
42,7,0.19782163455940363,0.5392631843749117,False
42,8,0.18888879141258053,0.3647996027292854,True
42,9,0.20357918239254624,0.6758539472344854,False
42,10,0.20150054570975776,0.4136786583675734,False
42,11,0.18162418585460996,0.5078816523086259,False
42,12,0.17577199534928833,0.4061352140981935,False
42,13,0.17528138104021873,0.3629085322243988,True
42,14,0.16643308981311786,0.3984568981357286,False
42,15,0.1808473930248777,0.36192466552126046,True
42,16,0.180901603875808,0.4064404877550587,False
42,17,0.18271803949366194,0.4298557300749464,False
42,18,0.1665623119516364,0.37589230727443534,False
42,19,0.1773031183845659,0.39295359485912384,False
42,20,0.18031211553764717,0.41410508109118727,False
42,21,0.16615646772569145,0.4019853409755507,False
42,22,0.1644233799778452,0.37145039202033064,False
42,23,0.162147297029944,0.3773618364859346,False
42,24,0.16462634618969219,0.4167864634324207,False
42,25,0.1615691541706302,0.3914406372926704,False
42,26,0.17253773648822734,0.40164771088493173,False
42,27,0.17059153276203834,0.3938962351309751,False
42,28,0.16921491953232023,0.5677279524123432,False
42,29,0.16972804075591974,0.35005193342115404,True
42,30,0.17459467534351295,0.38653072257976445,False
42,31,0.19155801617127813,0.432498075513371,False
42,32,0.16420326776958935,0.37678184004347853,False
42,33,0.16597790020073222,0.3983698073677022,False
42,34,0.1936282599946512,0.3766722645311347,False
42,35,0.18149977580981316,0.3779437198772477,False
42,36,0.15709456268170133,0.34813187924739136,True
42,37,0.15950684905808643,0.3546809995186495,False
42,38,0.15356577331147625,0.3618670004137232,False
42,39,0.16187904032130976,0.3884629198872273,False
42,40,0.1515017057199404,0.32327742986826935,True
42,41,0.1571893956681675,0.34148866491767776,False
