split,task,unit,N seeds,MAE macro [std] mean,MAE macro [std] std,MAE pooled [std] mean,MAE pooled [std] std,RMSE pooled [std] mean,RMSE pooled [std] std,R2 pooled [std] mean,R2 pooled [std] std,MAE macro [physical] mean,MAE macro [physical] std,MAE pooled [physical] mean,MAE pooled [physical] std,RMSE pooled [physical] mean,RMSE pooled [physical] std,R2 pooled [physical] mean,R2 pooled [physical] std,MAPE macro [%] mean,MAPE macro [%] std
test,R0,R original unit,5,0.24146905445933134,0.005494485024220991,0.23367035117671858,0.0051340858334645864,0.37258927134901587,0.008804544480241537,0.754020593707285,0.012139408507347122,1.814128859336811,0.034438456461724797,1.8056286610640355,0.03228157876352044,2.705952502020488,0.03872711532004563,0.7725523918393986,0.005854737674564573,6.361271833748786,0.11827571419978784
val,R0,R original unit,5,0.29414798967651473,0.009377869301927086,0.29360096465512575,0.011285135822957688,0.5205807074329324,0.01103759808888464,0.8061440506956202,0.010172229302215455,2.006708911804518,0.06522513228527921,2.016906864872707,0.07778037794230676,3.1806872750590434,0.07396880733124994,0.7964221828065289,0.010520564037598818,8.795077169939018,0.22988866871259117
