seed,best_val_R0_MSE_std,best_epoch,epochs_trained
42,0.32327742986826935,40,200
43,0.3478721487842349,149,200
44,0.33714439505626936,23,200
45,0.3381797999785084,53,200
46,0.34621739130789103,33,200
